0.000000,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320
0.000320,0.000000,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.001623,0.000320,0.000000,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.000320,0.000320,0.000320,0.000000,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.001623,0.000320,0.000320,0.000320,0.000000,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.000320,0.000320,0.000320,0.001623,0.000320,0.000000,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000000,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000000,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000000,0.000320,0.001623,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.001623,0.000320,0.000320,0.000000,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320,0.000320
